240,żółty
74,szwajcarski
61,pleśniowy
54,dziury
49,zółty
47,biały
21,dziura
20,gouda
19,dziurawy
16,"z dziurami"
14,mysz
12,jedzenie
8,edamski
7,szynka
6,twaróg
5,pleśń
4,kanapka
4,kozi
4,mleko
4,szwajcaria
4,topiony
3,jeść
3,nabiał
2,cheese
2,chleb
2,dobry
2,dziecko
2,francja
2,gołda
2,kalorie
2,oscypek
2,pleśnowy
2,pyszny
2,ser
2,serek
2,smaczny
2,śmierdzi
2,wędzony
